date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:29:46	39454/39454	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Apr%202026%2014:29:45%20GMT	https://jasminegunarto.com/avant-garde-2025/	./site/jasminegunarto.com/avant-garde-2025/index.html	(from https://jasminegunarto.com/)
16:29:46	6177080/6177080	---M--	200	added ('OK')	video/mp4	etag:%225e4138-699f9f98-bfc80b0443ec977a;;;%22	https://jasminegunarto.com/wp-content/uploads/2026/02/jgunarto_demoreel_compressed_1.mp4	./site/jasminegunarto.com/wp-content/uploads/2026/02/jgunarto_demoreel_compressed_1.mp4	(from https://jasminegunarto.com/)
16:29:47	1239/1239	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2027%20Apr%202026%2014:29:46%20GMT	https://jasminegunarto.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	./site/jasminegunarto.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://jasminegunarto.com/)
16:29:47	27644/27644	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%226bfc-69b3b6cb-79d59a0134cddadc;br%22	https://jasminegunarto.com/wp-content/themes/theme-jasmine/dist/front-CRvGeD8Y.js	./site/jasminegunarto.com/wp-content/themes/theme-jasmine/dist/front-CRvGeD8Y.js	(from https://jasminegunarto.com/)
16:29:48	39393/39393	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Apr%202026%2014:29:47%20GMT	https://jasminegunarto.com/future-proof/	./site/jasminegunarto.com/future-proof/index.html	(from https://jasminegunarto.com/)
16:29:48	39633/39633	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Apr%202026%2014:29:47%20GMT	https://jasminegunarto.com/xenoflora/	./site/jasminegunarto.com/xenoflora/index.html	(from https://jasminegunarto.com/)
16:29:48	39534/39534	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Apr%202026%2014:29:47%20GMT	https://jasminegunarto.com/graff-mayhem/	./site/jasminegunarto.com/graff-mayhem/index.html	(from https://jasminegunarto.com/)
16:29:49	16/16	---MC-	200	added ('OK')	text/html	date:Mon,%2027%20Apr%202026%2014:29:48%20GMT	https://jasminegunarto.com/wp-content/plugins/litespeed-cache/guest.vary.php	./site/jasminegunarto.com/wp-content/plugins/litespeed-cache/guest.vary.html	(from https://jasminegunarto.com/)
16:29:50	99078/99078	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2218306-69e161dd-ecaef0ff99672d3;br%22	https://jasminegunarto.com/wp-content/litespeed/js/a576fda16f64edb12818eed0d70b41d9.js?ver=f7b2d	./site/jasminegunarto.com/wp-content/litespeed/js/a576fda16f64edb12818eed0d70b41d9de03.js	(from https://jasminegunarto.com/)
16:29:51	41964/41964	---MCZ	200	added ('OK')	application/json	date:Mon,%2027%20Apr%202026%2014:29:50%20GMT	https://jasminegunarto.com/wp-json/wp/v2/pages/209	./site/jasminegunarto.com/wp-json/wp/v2/pages/209.json	(from https://jasminegunarto.com/works/)
16:29:51	2116/2116	---MCZ	200	added ('OK')	application/json	etag:W/%22572-1777111240;br%22	https://jasminegunarto.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fjasminegunarto.com%2Fworks%2F	./site/jasminegunarto.com/wp-json/oembed/1.0/embed037b.json	(from https://jasminegunarto.com/works/)
16:29:52	2273/2273	---MCZ	200	added ('OK')	text/xml	etag:W/%22573-1777111242;br%22	https://jasminegunarto.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fjasminegunarto.com%2Fworks%2F&format=xml	./site/jasminegunarto.com/wp-json/oembed/1.0/embed993a	(from https://jasminegunarto.com/works/)
16:29:54	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2027%20Apr%202026%2014:29:52%20GMT	https://jasminegunarto.com/?p=209	./site/jasminegunarto.com/index4e6a.html	(from https://jasminegunarto.com/works/)
16:29:54	46246/46246	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Apr%202026%2014:29:54%20GMT	https://jasminegunarto.com/national-ad-council/	./site/jasminegunarto.com/national-ad-council/index.html	(from https://jasminegunarto.com/works/)
16:29:54	2680003/2680003	---M--	200	added ('OK')	video/mp4	etag:%2228e4c3-694812d6-c1bd7bbec4a8236a;;;%22	https://jasminegunarto.com/wp-content/uploads/2025/12/f-pinc.mp4	./site/jasminegunarto.com/wp-content/uploads/2025/12/f-pinc.mp4	(from https://jasminegunarto.com/works/)
16:29:54	51586/51586	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Apr%202026%2014:29:54%20GMT	https://jasminegunarto.com/pinc/	./site/jasminegunarto.com/pinc/index.html	(from https://jasminegunarto.com/works/)
16:29:55	19660/19660	---M--	200	added ('OK')	image/webp	etag:%224ccc-69adb20b-21475e0e4f9d745c;;;%22	https://jasminegunarto.com/wp-content/uploads/2025/10/f-pinc-1.webp	./site/jasminegunarto.com/wp-content/uploads/2025/10/f-pinc-1.webp	(from https://jasminegunarto.com/works/)
16:29:56	48288/48288	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Apr%202026%2014:29:56%20GMT	https://jasminegunarto.com/telemundo/	./site/jasminegunarto.com/telemundo/index.html	(from https://jasminegunarto.com/works/)
16:29:56	46718/46718	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Apr%202026%2014:29:56%20GMT	https://jasminegunarto.com/vote-boldly/	./site/jasminegunarto.com/vote-boldly/index.html	(from https://jasminegunarto.com/works/)
16:29:56	54024/54024	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Apr%202026%2014:29:56%20GMT	https://jasminegunarto.com/moving-poster-shinichi-maruyama/	./site/jasminegunarto.com/moving-poster-shinichi-maruyama/index.html	(from https://jasminegunarto.com/works/)
16:29:56	49333/49333	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Apr%202026%2014:29:56%20GMT	https://jasminegunarto.com/nature-abstraction/	./site/jasminegunarto.com/nature-abstraction/index.html	(from https://jasminegunarto.com/works/)
16:29:58	59862/59862	---M--	200	added ('OK')	image/webp	etag:%22e9d6-69a5092c-7292ffdb616e908a;;;%22	https://jasminegunarto.com/wp-content/uploads/2026/01/nac_still.webp	./site/jasminegunarto.com/wp-content/uploads/2026/01/nac_still.webp	(from https://jasminegunarto.com/works/)
16:29:59	35632/35632	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Apr%202026%2014:29:58%20GMT	https://jasminegunarto.com/demo-reel/	./site/jasminegunarto.com/demo-reel/index.html	(from https://jasminegunarto.com/works/)
16:29:59	58281/58281	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Apr%202026%2014:29:58%20GMT	https://jasminegunarto.com/einsteins-dreams-title-sequence/	./site/jasminegunarto.com/einsteins-dreams-title-sequence/index.html	(from https://jasminegunarto.com/works/)
16:30:00	17350/17350	---M--	200	added ('OK')	image/webp	etag:%2243c6-69a50ebb-934019e627904c22;;;%22	https://jasminegunarto.com/wp-content/uploads/2026/01/telemundo-scaled-1.webp	./site/jasminegunarto.com/wp-content/uploads/2026/01/telemundo-scaled-1.webp	(from https://jasminegunarto.com/works/)
16:30:02	59432/59432	---M--	200	added ('OK')	image/webp	etag:%22e828-69a50f60-3f2db26956c71f2d;;;%22	https://jasminegunarto.com/wp-content/uploads/2026/01/aitv_styleframe2.webp	./site/jasminegunarto.com/wp-content/uploads/2026/01/aitv_styleframe2.webp	(from https://jasminegunarto.com/works/)
16:30:17	2200872/2200872	---M--	200	added ('OK')	video/mp4	etag:%22219528-69a3cd11-7b24c59cfcc25a63;;;%22	https://jasminegunarto.com/wp-content/uploads/2026/01/jgunarto_poster_v11-1.mp4	./site/jasminegunarto.com/wp-content/uploads/2026/01/jgunarto_poster_v11-1.mp4	(from https://jasminegunarto.com/works/)
16:30:17	69336/69336	---M--	200	added ('OK')	image/webp	etag:%2210ed8-69a51029-fcf86630902a706b;;;%22	https://jasminegunarto.com/wp-content/uploads/2026/01/movingposter_still-1.webp	./site/jasminegunarto.com/wp-content/uploads/2026/01/movingposter_still-1.webp	(from https://jasminegunarto.com/works/)
16:30:18	118522/118522	---M--	200	added ('OK')	image/webp	etag:%221cefa-69a5116d-274ce8dcf6bf8068;;;%22	https://jasminegunarto.com/wp-content/uploads/2026/01/1_nature_begin_1.webp	./site/jasminegunarto.com/wp-content/uploads/2026/01/1_nature_begin_1.webp	(from https://jasminegunarto.com/works/)
16:30:20	123030/123030	---M--	200	added ('OK')	image/webp	etag:%221e096-69a51309-1f1da70b8e5b4156;;;%22	https://jasminegunarto.com/wp-content/uploads/2026/01/jgunarto_titles_frame07_v13-1.webp	./site/jasminegunarto.com/wp-content/uploads/2026/01/jgunarto_titles_frame07_v13-1.webp	(from https://jasminegunarto.com/works/)
16:30:20	29466/29466	---M--	200	added ('OK')	image/webp	etag:%22731a-69a508fd-7094caf4993d8a67;;;%22	https://jasminegunarto.com/wp-content/uploads/2026/01/demoreel_still-1.webp	./site/jasminegunarto.com/wp-content/uploads/2026/01/demoreel_still-1.webp	(from https://jasminegunarto.com/works/)
16:30:21	5303624/5303624	---M--	200	added ('OK')	video/mp4	etag:%2250ed48-69753051-20623c80556404c5;;;%22	https://jasminegunarto.com/wp-content/uploads/2026/01/jgunarto_proj3_finalpass_1920x1080_3-5sec_v01.mp4	./site/jasminegunarto.com/wp-content/uploads/2026/01/jgunarto_proj3_finalpass_1920x1080_3-5sec_v01.mp4	(from https://jasminegunarto.com/works/)
16:30:22	17014/17014	---MCZ	200	added ('OK')	application/json	date:Mon,%2027%20Apr%202026%2014:30:21%20GMT	https://jasminegunarto.com/wp-json/wp/v2/pages/211	./site/jasminegunarto.com/wp-json/wp/v2/pages/211.json	(from https://jasminegunarto.com/break/)
16:30:23	2116/2116	---MCZ	200	added ('OK')	application/json	etag:W/%22574-1777111259;br%22	https://jasminegunarto.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fjasminegunarto.com%2Fbreak%2F	./site/jasminegunarto.com/wp-json/oembed/1.0/embed61a6.json	(from https://jasminegunarto.com/break/)
16:30:24	2273/2273	---MCZ	200	added ('OK')	text/xml	etag:W/%22575-1777111261;br%22	https://jasminegunarto.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fjasminegunarto.com%2Fbreak%2F&format=xml	./site/jasminegunarto.com/wp-json/oembed/1.0/embed7f50	(from https://jasminegunarto.com/break/)
16:30:32	10479739/10479739	---M--	200	added ('OK')	video/mp4	etag:%229fe87b-696bff20-8c82f6774a933267;;;%22	https://jasminegunarto.com/wp-content/uploads/2026/01/featuredworks_voteboldly.mp4	./site/jasminegunarto.com/wp-content/uploads/2026/01/featuredworks_voteboldly.mp4	(from https://jasminegunarto.com/works/)
16:30:34	768611/768611	---M--	200	added ('OK')	video/mp4	etag:%22bba63-69a3982e-d7052fa653c8a451;;;%22	https://jasminegunarto.com/wp-content/uploads/2026/03/titleslide_1_v05.mp4	./site/jasminegunarto.com/wp-content/uploads/2026/03/titleslide_1_v05.mp4	(from https://jasminegunarto.com/break/)
16:30:35	116364/116364	---M--	200	added ('OK')	image/webp	etag:%221c68c-69adae91-3f4f58a93e40ef17;;;%22	https://jasminegunarto.com/wp-content/uploads/2026/01/pea_still-scaled-2.webp	./site/jasminegunarto.com/wp-content/uploads/2026/01/pea_still-scaled-2.webp	(from https://jasminegunarto.com/break/)
16:30:43	671637/671637	---M--	200	added ('OK')	video/mp4	etag:%22a3f95-694812d6-21935719fa16dd9e;;;%22	https://jasminegunarto.com/wp-content/uploads/2025/12/f-pea.mp4	./site/jasminegunarto.com/wp-content/uploads/2025/12/f-pea.mp4	(from https://jasminegunarto.com/break/)
16:30:44	130820/130820	---M--	200	added ('OK')	image/webp	etag:%221ff04-69adae8e-5dcd0776aa8c0738;;;%22	https://jasminegunarto.com/wp-content/uploads/2026/01/graff_still-scaled-1-1.webp	./site/jasminegunarto.com/wp-content/uploads/2026/01/graff_still-scaled-1-1.webp	(from https://jasminegunarto.com/break/)
16:30:45	127376/127376	---M--	200	added ('OK')	image/webp	etag:%221f190-69adae8d-c4139513d5d076ad;;;%22	https://jasminegunarto.com/wp-content/uploads/2026/01/f-fp-1.webp	./site/jasminegunarto.com/wp-content/uploads/2026/01/f-fp-1.webp	(from https://jasminegunarto.com/break/)
16:30:54	3030056/3030056	---M--	200	added ('OK')	video/mp4	etag:%222e3c28-694812d5-e34878fafd435869;;;%22	https://jasminegunarto.com/wp-content/uploads/2025/12/f-graff.mp4	./site/jasminegunarto.com/wp-content/uploads/2025/12/f-graff.mp4	(from https://jasminegunarto.com/break/)
16:30:59	86038/86038	---M--	200	added ('OK')	image/webp	etag:%2215016-69adae92-1fd99ca5631c5951;;;%22	https://jasminegunarto.com/wp-content/uploads/2026/01/xenoflora_still-scaled-1-1.webp	./site/jasminegunarto.com/wp-content/uploads/2026/01/xenoflora_still-scaled-1-1.webp	(from https://jasminegunarto.com/break/)
16:31:06	732074/732074	---M--	200	added ('OK')	video/mp4	etag:%22b2baa-69a3982e-c1f4b2cb65fec017;;;%22	https://jasminegunarto.com/wp-content/uploads/2026/03/self-portrait-copy-1.mp4	./site/jasminegunarto.com/wp-content/uploads/2026/03/self-portrait-copy-1.mp4	(from https://jasminegunarto.com/break/)
16:31:07	88818/88818	---M--	200	added ('OK')	image/webp	etag:%2215af2-69adae8b-f5bea11ad7add311;;;%22	https://jasminegunarto.com/wp-content/uploads/2026/01/Dream_still-1.webp	./site/jasminegunarto.com/wp-content/uploads/2026/01/Dream_still-1.webp	(from https://jasminegunarto.com/break/)
16:31:21	2178256/2178256	---M--	200	added ('OK')	video/mp4	etag:%22213cd0-694812d5-a1c6246715777159;;;%22	https://jasminegunarto.com/wp-content/uploads/2025/12/f-elemental.mp4	./site/jasminegunarto.com/wp-content/uploads/2025/12/f-elemental.mp4	(from https://jasminegunarto.com/break/)
16:31:22	159264/159264	---M--	200	added ('OK')	image/webp	etag:%2226e20-69adae8b-1636d8bd1e2c7e05;;;%22	https://jasminegunarto.com/wp-content/uploads/2026/01/element_still-1.webp	./site/jasminegunarto.com/wp-content/uploads/2026/01/element_still-1.webp	(from https://jasminegunarto.com/break/)
16:31:23	6605705/6605705	---M--	200	added ('OK')	video/mp4	etag:%2264cb89-694812d6-bdbb614c0db7357b;;;%22	https://jasminegunarto.com/wp-content/uploads/2025/12/f-xeno-r.mp4	./site/jasminegunarto.com/wp-content/uploads/2025/12/f-xeno-r.mp4	(from https://jasminegunarto.com/break/)
16:31:26	28772/28772	---M--	200	added ('OK')	image/webp	etag:%227064-69adae88-58e471dce537f7bc;;;%22	https://jasminegunarto.com/wp-content/uploads/2026/01/12principles_still-scaled-2.webp	./site/jasminegunarto.com/wp-content/uploads/2026/01/12principles_still-scaled-2.webp	(from https://jasminegunarto.com/break/)
16:31:28	30330/30330	---M--	200	added ('OK')	image/webp	etag:%22767a-69adae89-806cd326879f2f6e;;;%22	https://jasminegunarto.com/wp-content/uploads/2026/01/break_nabe-1.webp	./site/jasminegunarto.com/wp-content/uploads/2026/01/break_nabe-1.webp	(from https://jasminegunarto.com/break/)
16:31:30	1544472/1544472	---M--	200	added ('OK')	video/mp4	etag:%22179118-694812d6-a33aa4e62d82cc5;;;%22	https://jasminegunarto.com/wp-content/uploads/2025/12/f-12.mp4	./site/jasminegunarto.com/wp-content/uploads/2025/12/f-12.mp4	(from https://jasminegunarto.com/break/)
16:31:31	122954/122954	---M--	200	added ('OK')	image/webp	etag:%221e04a-69adae8f-ec0ef7a7b32d4dc0;;;%22	https://jasminegunarto.com/wp-content/uploads/2026/01/haku_still-scaled-1-1.webp	./site/jasminegunarto.com/wp-content/uploads/2026/01/haku_still-scaled-1-1.webp	(from https://jasminegunarto.com/break/)
16:31:33	31833/31833	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Apr%202026%2014:31:31%20GMT	https://jasminegunarto.com/sleeping-creature-self-portrait/	./site/jasminegunarto.com/sleeping-creature-self-portrait/index.html	(from https://jasminegunarto.com/break/)
16:31:33	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2027%20Apr%202026%2014:30:22%20GMT	https://jasminegunarto.com/?p=211	./site/jasminegunarto.com/index0114.html	(from https://jasminegunarto.com/break/)
16:31:33	28130324/28130324	---M--	200	added ('OK')	video/mp4	etag:%221ad3c14-696bff61-bffabdf462dea33;;;%22	https://jasminegunarto.com/wp-content/uploads/2026/01/jgunarto_praina_nac.mp4	./site/jasminegunarto.com/wp-content/uploads/2026/01/jgunarto_praina_nac.mp4	(from https://jasminegunarto.com/works/)
16:31:34	11260/11260	---MCZ	200	added ('OK')	application/json	date:Mon,%2027%20Apr%202026%2014:31:33%20GMT	https://jasminegunarto.com/wp-json/wp/v2/pages/213	./site/jasminegunarto.com/wp-json/wp/v2/pages/213.json	(from https://jasminegunarto.com/about/)
16:31:34	31726/31726	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Apr%202026%2014:31:34%20GMT	https://jasminegunarto.com/12-principles-of-animation/	./site/jasminegunarto.com/12-principles-of-animation/index.html	(from https://jasminegunarto.com/break/)
16:31:34	8566806/8566806	---M--	200	added ('OK')	video/mp4	etag:%2282b816-694812d6-7f3b72f2616b10f6;;;%22	https://jasminegunarto.com/wp-content/uploads/2025/12/f-haku.mp4	./site/jasminegunarto.com/wp-content/uploads/2025/12/f-haku.mp4	(from https://jasminegunarto.com/break/)
16:31:34	31917/31917	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Apr%202026%2014:31:34%20GMT	https://jasminegunarto.com/elemental-alphabet-rotoscope/	./site/jasminegunarto.com/elemental-alphabet-rotoscope/index.html	(from https://jasminegunarto.com/break/)
16:31:35	2116/2116	---MCZ	200	added ('OK')	application/json	etag:W/%22581-1777111285;br%22	https://jasminegunarto.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fjasminegunarto.com%2Fabout%2F	./site/jasminegunarto.com/wp-json/oembed/1.0/embedb9b4.json	(from https://jasminegunarto.com/about/)
16:31:37	2273/2273	---MCZ	200	added ('OK')	text/xml	etag:W/%22582-1777111286;br%22	https://jasminegunarto.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fjasminegunarto.com%2Fabout%2F&format=xml	./site/jasminegunarto.com/wp-json/oembed/1.0/embedef8e	(from https://jasminegunarto.com/about/)
16:31:37	31296/31296	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Apr%202026%2014:31:36%20GMT	https://jasminegunarto.com/nabe/	./site/jasminegunarto.com/nabe/index.html	(from https://jasminegunarto.com/break/)
16:31:37	31549/31549	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Apr%202026%2014:31:36%20GMT	https://jasminegunarto.com/haku-blossom/	./site/jasminegunarto.com/haku-blossom/index.html	(from https://jasminegunarto.com/break/)
